doi,authors,comments,updated,categories
,"[arxiv.Result.Author('W. Dunn'), arxiv.Result.Author('G. Berland'), arxiv.Result.Author('E. Roussos'), arxiv.Result.Author('G. Clark'), arxiv.Result.Author('P. Kollmann'), arxiv.Result.Author('D. Turner'), arxiv.Result.Author('C. Feldman'), arxiv.Result.Author('T. Stallard'), arxiv.Result.Author('G. Branduardi-Raymont'), arxiv.Result.Author('E. E. Woodfield'), arxiv.Result.Author('I. J. Rae'), arxiv.Result.Author('L. C. Ray'), arxiv.Result.Author('J. A. Carter'), arxiv.Result.Author('S. T. Lindsay'), arxiv.Result.Author('Z. Yao'), arxiv.Result.Author('R. Marshall'), arxiv.Result.Author('A. N. Jaynes A.'), arxiv.Result.Author('Y. Ezoe'), arxiv.Result.Author('M. Numazawa'), arxiv.Result.Author('G. B. Hospodarsky'), arxiv.Result.Author('X. Wu'), arxiv.Result.Author('D. M. Weigt'), arxiv.Result.Author('C. M. Jackman'), arxiv.Result.Author('K. Mori'), arxiv.Result.Author('Q. Nénon'), arxiv.Result.Author('R. T Desai'), arxiv.Result.Author('L. W. Blum'), arxiv.Result.Author('T. A. Nordheim'), arxiv.Result.Author('J. U. Ness'), arxiv.Result.Author('D. Bodewits'), arxiv.Result.Author('T. Kimura'), arxiv.Result.Author('W. Li'), arxiv.Result.Author('H. T. Smith'), arxiv.Result.Author('D. Millas'), arxiv.Result.Author('A. D. Wibisono'), arxiv.Result.Author('N. Achilleos'), arxiv.Result.Author('D. Koutroumpa'), arxiv.Result.Author('S. C. McEntee'), arxiv.Result.Author('H. Collier'), arxiv.Result.Author('A. Bhardwaj'), arxiv.Result.Author('A. Martindale'), arxiv.Result.Author('S. J. Wolk'), arxiv.Result.Author('S. V. Badman'), arxiv.Result.Author('R. P. Kraft')]","A White Paper for the 2024-2033 Solar and Space Physics
  (Heliophysics) Decadal Survey",2023-03-02 20:04:01+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE', 'physics.space-ph']"
10.1051/0004-6361/202245808,"[arxiv.Result.Author('Niu Liu'), arxiv.Result.Author('Ziu Zhu'), arxiv.Result.Author('John Antoniadis'), arxiv.Result.Author('Jia-Cheng Liu'), arxiv.Result.Author('Hong Zhang')]","17 pages, 14 figures, 6 tables, to be accepted for publication at A&A",2023-04-28 08:07:40+00:00,"['astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM']"
10.1029/2022GL102325,"[arxiv.Result.Author('Y. Zhao'), arxiv.Result.Author('J. C. Liu'), arxiv.Result.Author('S. L. Xiong'), arxiv.Result.Author('W. C. Xue'), arxiv.Result.Author('Q. B. Yi'), arxiv.Result.Author('G. P. Lu'), arxiv.Result.Author('W. Xu'), arxiv.Result.Author('F. C. Lyu'), arxiv.Result.Author('J. C. Sun'), arxiv.Result.Author('W. X. Peng'), arxiv.Result.Author('C. Zheng'), arxiv.Result.Author('Y. Q. Zhang'), arxiv.Result.Author('C. Cai'), arxiv.Result.Author('S. Xiao'), arxiv.Result.Author('S. L. Xie'), arxiv.Result.Author('C. W. Wang'), arxiv.Result.Author('W. J. Tan'), arxiv.Result.Author('Z. H. An'), arxiv.Result.Author('G. Chen'), arxiv.Result.Author('Y. Q. Du'), arxiv.Result.Author('Y. Huang'), arxiv.Result.Author('M. Gao'), arxiv.Result.Author('K. Gong'), arxiv.Result.Author('D. Y. Guo'), arxiv.Result.Author('J. J. He'), arxiv.Result.Author('B. Li'), arxiv.Result.Author('G. Li'), arxiv.Result.Author('X. Q. Li'), arxiv.Result.Author('X. B. Li'), arxiv.Result.Author('J. Y. Liao'), arxiv.Result.Author('J. Liang'), arxiv.Result.Author('X. H. Liang'), arxiv.Result.Author('Y. Q. Liu'), arxiv.Result.Author('X. Ma'), arxiv.Result.Author('R. Qiao'), arxiv.Result.Author('L. M. Song'), arxiv.Result.Author('X. Y. Song'), arxiv.Result.Author('X. L. Sun'), arxiv.Result.Author('J. Wang'), arxiv.Result.Author('J. Z. Wang'), arxiv.Result.Author('P. Wang'), arxiv.Result.Author('X. Y. Wen'), arxiv.Result.Author('H. Wu'), arxiv.Result.Author('Y. B. Xu'), arxiv.Result.Author('S. Yang'), arxiv.Result.Author('B. X. Zhang'), arxiv.Result.Author('D. L. Zhang'), arxiv.Result.Author('F. Zhang'), arxiv.Result.Author('P. Zhang'), arxiv.Result.Author('H. M. Zhang'), arxiv.Result.Author('Z. Zhang'), arxiv.Result.Author('X. Y. Zhao'), arxiv.Result.Author('S. J. Zheng'), arxiv.Result.Author('K. K. Zhang'), arxiv.Result.Author('X. B. Han'), arxiv.Result.Author('H. Y. Wu'), arxiv.Result.Author('T. Hu'), arxiv.Result.Author('H. Geng'), arxiv.Result.Author('H. B. Zhang'), arxiv.Result.Author('F. J. Lu'), arxiv.Result.Author('S. N. Zhang'), arxiv.Result.Author('H. Yu')]","The paper was accepted by Geophysical Research Letters on June 16th,
  2023",2023-06-17 04:41:15+00:00,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM']"
,[arxiv.Result.Author('Thomas Siegert')],"18 pages, 12 figures, 5 tables, animated figures, submitted to A&A",2023-10-12 08:51:43+00:00,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM']"
,"[arxiv.Result.Author('Pranali Thakur'), arxiv.Result.Author('Gauri Datar'), arxiv.Result.Author('Geeta Vichare'), arxiv.Result.Author('Selvaraj Chelliah')]",,2024-03-15 10:02:31+00:00,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM']"
,"[arxiv.Result.Author('O. M. Smirnov'), arxiv.Result.Author('B. W. Stappers'), arxiv.Result.Author('C. Tasse'), arxiv.Result.Author('H. L. Bester'), arxiv.Result.Author('H. Bignall'), arxiv.Result.Author('M. A. Walker'), arxiv.Result.Author('M. Caleb'), arxiv.Result.Author('K. M. Rajwade'), arxiv.Result.Author('S. Buchner'), arxiv.Result.Author('P. Woudt'), arxiv.Result.Author('M. Ivchenko'), arxiv.Result.Author('L. Roth'), arxiv.Result.Author('J. E. Noordam'), arxiv.Result.Author('F. Camilo')]","21 pages, 17 figures, submitted to MNRAS",2023-12-20 16:38:39+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE']"
,"[arxiv.Result.Author('Davide Ricci'), arxiv.Result.Author('Bernardo Salasnich'), arxiv.Result.Author('Andrea Baruffolo'), arxiv.Result.Author('Jani Achrén'), arxiv.Result.Author('Matteo Aliverti'), arxiv.Result.Author('José A. Araiza-Durán'), arxiv.Result.Author('Iair Arcavi'), arxiv.Result.Author('Laura Asquini'), arxiv.Result.Author('Federico Battaini'), arxiv.Result.Author('Sagi Ben-Ami'), arxiv.Result.Author('Alex Bichkovsky'), arxiv.Result.Author('Anna Brucalassi'), arxiv.Result.Author('Rachel Bruch'), arxiv.Result.Author('Lorenzo Cabona'), arxiv.Result.Author('Sergio Campana'), arxiv.Result.Author('Giulio Capasso'), arxiv.Result.Author('Enrico Cappellaro'), arxiv.Result.Author('Riccardo Claudi'), arxiv.Result.Author('Mirko Colapietro'), arxiv.Result.Author('Rosario Cosentino'), arxiv.Result.Author(""Francesco D'Alessio""), arxiv.Result.Author(""Paolo D'Avanzo""), arxiv.Result.Author(""Sergio D'Orsi""), arxiv.Result.Author('Massimo Della Valle'), arxiv.Result.Author('Rosario Di Benedetto'), arxiv.Result.Author('Simone Di Filippo'), arxiv.Result.Author('Avishay Gal-Yam'), arxiv.Result.Author('Matteo Genoni'), arxiv.Result.Author('Marcos Hernandez Dıaz'), arxiv.Result.Author('Ofir Hershko'), arxiv.Result.Author('Jari Kotilainen'), arxiv.Result.Author('Hanindyo Kuncarayakti'), arxiv.Result.Author('Marco Landoni'), arxiv.Result.Author('Gianluca Li Causi'), arxiv.Result.Author('Laurent Marty'), arxiv.Result.Author('Seppo Mattila'), arxiv.Result.Author('Matteo Munari'), arxiv.Result.Author('Luca Oggioni'), arxiv.Result.Author('Hector Pérez Ventura'), arxiv.Result.Author('Giorgio Pariani'), arxiv.Result.Author('Giuliano Pignata'), arxiv.Result.Author('Kalyan Radhakrishnan'), arxiv.Result.Author('Stephen Smartt'), arxiv.Result.Author('Michael Rappaport'), arxiv.Result.Author('Marco Riva'), arxiv.Result.Author('Adam Rubin'), arxiv.Result.Author('Salvatore Savarese'), arxiv.Result.Author('Pietro Schipani'), arxiv.Result.Author('Salvatore Scuderi'), arxiv.Result.Author('Maximilian Stritzinger'), arxiv.Result.Author('Fabrizio Vitali'), arxiv.Result.Author('David Young'), arxiv.Result.Author('Ricardo Zanmar Sanchez')]","6 pages, 3 figures, SPIE conference",2024-07-24 13:00:11+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE', '85-04', 'D.2.10']"
,"[arxiv.Result.Author('Raven Cilley'), arxiv.Result.Author('George W. King'), arxiv.Result.Author('Lia Corrales')]",Accepted for publication in AAS Journals,2024-08-12 18:00:04+00:00,"['astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM']"
,"[arxiv.Result.Author('George W. King'), arxiv.Result.Author('Lía R. Corrales'), arxiv.Result.Author('Peter J. Wheatley'), arxiv.Result.Author('Raven C. Cilley'), arxiv.Result.Author('Mark Hollands')]","16 pages, 8 figures, 2 tables. Accepted for publication in the
  Astronomical Journal. Code available at
  https://github.com/georgewking/batmanX-rays",2024-10-02 13:58:16+00:00,"['astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM']"
10.3390/universe10080310,"[arxiv.Result.Author('Xulei Sun'), arxiv.Result.Author('Shuying Zheng'), arxiv.Result.Author('Zhaodong Shi'), arxiv.Result.Author('Bing Liu'), arxiv.Result.Author('Ruizhi Yang')]","Published by Universe. 13 pages, 3 figures, 1 table",2024-11-14 11:23:04+00:00,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/200811555,"[arxiv.Result.Author('C. Pinte'), arxiv.Result.Author('T. J. Harries'), arxiv.Result.Author('M. Min'), arxiv.Result.Author('A. M. Watson'), arxiv.Result.Author('C. P. Dullemond'), arxiv.Result.Author('P. Woitke'), arxiv.Result.Author('F. Menard'), arxiv.Result.Author('M. C. Duran-Rojas')]","15 pages, 10 figures, accepted for publication in A&A",2009-03-06 17:50:00+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/200911885,"[arxiv.Result.Author('S. Aigrain'), arxiv.Result.Author('F. Pont'), arxiv.Result.Author('F. Fressin'), arxiv.Result.Author('A. Alapini'), arxiv.Result.Author('R. Alonso'), arxiv.Result.Author('M. Auvergne'), arxiv.Result.Author('M. Barbieri'), arxiv.Result.Author('P. Barge'), arxiv.Result.Author('P. Borde'), arxiv.Result.Author('F. Bouchy'), arxiv.Result.Author('H. Deeg'), arxiv.Result.Author('R. de la Reza'), arxiv.Result.Author('M. Deleuil'), arxiv.Result.Author('R. Dvorak'), arxiv.Result.Author('A. Erikson'), arxiv.Result.Author('M. Fridlund'), arxiv.Result.Author('P. Gondoin'), arxiv.Result.Author('P. Guterman'), arxiv.Result.Author('L. Jorda'), arxiv.Result.Author('H. Lammer'), arxiv.Result.Author('A. Leger'), arxiv.Result.Author('A. llebaria'), arxiv.Result.Author('P. Magain'), arxiv.Result.Author('T. Mazeh'), arxiv.Result.Author('C. Moutou'), arxiv.Result.Author('M. Ollivier'), arxiv.Result.Author('M. Paezold'), arxiv.Result.Author('D. Queloz'), arxiv.Result.Author('H. Rauer'), arxiv.Result.Author('D. Rouan'), arxiv.Result.Author('J. Schneider'), arxiv.Result.Author('G. Wuchterl'), arxiv.Result.Author('S. Zucker')]","5 pages, 4 figures, accepted for publication in A&A",2009-03-10 18:03:53+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1111/j.1365-2966.2009.15052.x,"[arxiv.Result.Author('A. Alapini'), arxiv.Result.Author('S. Aigrain')]","16 pages, 6 figures, accepted for publication in MNRAS",2009-05-19 11:17:58+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1016/j.icarus.2009.02.008,"[arxiv.Result.Author('Scott S. Sheppard'), arxiv.Result.Author('Chadwick A. Trujillo')]","Published in July 2009 (Sheppard, S. and Trujillo, C. 2009, Icarus,
  202, 12-16.)",2009-06-15 21:40:40+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/200912098,"[arxiv.Result.Author('Anne-Marie Lagrange'), arxiv.Result.Author('Markus Kasper'), arxiv.Result.Author('Anthony Boccaletti'), arxiv.Result.Author('Gaël Chauvin'), arxiv.Result.Author('Damien Gratadour'), arxiv.Result.Author('Thierry Fusco'), arxiv.Result.Author('David Ehrenreich'), arxiv.Result.Author('Daniel Apai'), arxiv.Result.Author('David Mouillet'), arxiv.Result.Author('Daniel Rouan')]","8 pages, 8 figures, 1 table, accepted for publication in Astronomy
  and Astrophysics",2009-07-01 14:37:52+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/epjconf/20111602003,"[arxiv.Result.Author('I. Boisse'), arxiv.Result.Author('F. Bouchy'), arxiv.Result.Author('B. Chazelas'), arxiv.Result.Author('S. Perruchot'), arxiv.Result.Author('F. Pepe'), arxiv.Result.Author('C. Lovis'), arxiv.Result.Author('G. Hebrard')]","to appear in the Proceedings conference ""New Technologies for Probing
  the Diversity of Brown Dwarfs and Exoplanets"", Shanghai, 2009",2010-01-06 00:39:48+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1051/0004-6361/200912355,"[arxiv.Result.Author('Rolf Kuiper'), arxiv.Result.Author('Hubert Klahr'), arxiv.Result.Author('Cornelis Dullemond'), arxiv.Result.Author('Wilhelm Kley'), arxiv.Result.Author('Thomas Henning')]","16 pages, 11 figures",2010-03-25 11:05:44+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/0004-6256/139/4/1394,[arxiv.Result.Author('Scott S. Sheppard')],Accepted for publication in The Astronomical Journal,2010-01-20 21:10:07+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/712/1/421,"[arxiv.Result.Author('Sasha Hinkley'), arxiv.Result.Author('Ben R. Oppenheimer'), arxiv.Result.Author('Douglas Brenner'), arxiv.Result.Author('Neil Zimmerman'), arxiv.Result.Author('Lewis C Roberts Jr.'), arxiv.Result.Author('Ian R. Parry'), arxiv.Result.Author('Remi Soummer'), arxiv.Result.Author('Anand Sivaramakrishnan'), arxiv.Result.Author('Michal Simon'), arxiv.Result.Author('Marshall D. Perrin'), arxiv.Result.Author('David L. King'), arxiv.Result.Author('James P. Lloyd'), arxiv.Result.Author('Antonin Bouchez'), arxiv.Result.Author('Jennifer E. Roberts'), arxiv.Result.Author('Richard Dekany'), arxiv.Result.Author('Charles Beichman'), arxiv.Result.Author('Lynne Hillenbrand'), arxiv.Result.Author('Rick Burruss'), arxiv.Result.Author('Michael Shao'), arxiv.Result.Author('Gautam Vasisht')]","9 pages, 6 figures, Accepted to ApJ",2010-02-04 21:00:03+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1111/j.1745-3933.2010.00927.x,"[arxiv.Result.Author('Philip W. Lucas'), arxiv.Result.Author('C. G. Tinney'), arxiv.Result.Author('Ben Burningham'), arxiv.Result.Author('S. K. Leggett'), arxiv.Result.Author('David J. Pinfield'), arxiv.Result.Author('Richard Smart'), arxiv.Result.Author('Hugh R. A. Jones'), arxiv.Result.Author('Federico Marocco'), arxiv.Result.Author('Robert J. Barber'), arxiv.Result.Author('Sergei N. Yurchenko'), arxiv.Result.Author('Jonathan Tennyson'), arxiv.Result.Author('Miki Ishii'), arxiv.Result.Author('Motohide Tamura'), arxiv.Result.Author('Avril C. Day-Jones'), arxiv.Result.Author('Andrew Adamson'), arxiv.Result.Author('France Allard'), arxiv.Result.Author('Derek Homeier'), arxiv.Result.Author('.')]","Accepted by MNRAS Letters. Note that preliminary parallax measurement
  changed significantly after version 1 so the paper was withdrawn from Nature",2010-08-12 14:23:32+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1111/j.1365-2966.2010.17051.x,[arxiv.Result.Author('Bojan Novakovic')],"Accepted for publication in MNRAS, 10 pages, 12 figures;
  http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2966.2010.17051.x/full",2010-07-10 15:28:57+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0067-0049/189/1/156,"[arxiv.Result.Author('Julian C. van Eyken'), arxiv.Result.Author('Jian Ge'), arxiv.Result.Author('Suvrath Mahadevan')]","58 pages, 11 figures, 1 table, 3 appendices. Accepted for publication
  in ApJS. Minor typographical corrections; update to acknowledgments",2010-07-01 03:20:01+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-637X/716/2/1551,"[arxiv.Result.Author('Jérémy leconte'), arxiv.Result.Author('Rémi Soummer'), arxiv.Result.Author('Sasha Hinkley'), arxiv.Result.Author('Ben R. Oppenheimer'), arxiv.Result.Author('Anand Sivaramakrishnan'), arxiv.Result.Author('Douglas Brenner'), arxiv.Result.Author('Jeffrey Kuhn'), arxiv.Result.Author('James P. Lloyd'), arxiv.Result.Author('Marshall D. Perrin'), arxiv.Result.Author('Russel Makidon'), arxiv.Result.Author('Lewis C. Roberts Jr'), arxiv.Result.Author('James R. Graham'), arxiv.Result.Author('Michal Simon'), arxiv.Result.Author('Robert A. Brown'), arxiv.Result.Author('Neil Zimmerman'), arxiv.Result.Author('Gilles Chabrier'), arxiv.Result.Author('Isabelle Baraffe')]","32 pages, 11 figures, 2 tables. Published in the Astrophysical
  Journal",2010-06-17 08:54:59+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/725/2/2166,"[arxiv.Result.Author('David W. Hogg'), arxiv.Result.Author('Adam D. Myers'), arxiv.Result.Author('Jo Bovy')]",ApJ,2010-09-25 22:24:16+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM', 'physics.data-an']"
,[arxiv.Result.Author('Ian A. Crawford')],"26 pages. Published in: Journal of the British Interplanetary
  Society, 62, 415-421, (2009)",2010-08-28 22:26:23+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-6256/140/5/1370,"[arxiv.Result.Author('L. Kaltenegger'), arxiv.Result.Author('W. G. Henning'), arxiv.Result.Author('D. D. Sasselov')]","20 pages, 5 figures, 6 tables, in press ApJ",2010-09-07 18:22:59+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/2041-8205/723/2/L233,"[arxiv.Result.Author('Scott S. Sheppard'), arxiv.Result.Author('Chadwick A. Trujillo')]",Accepted for publication in Astrophysical Journal Letters,2010-09-29 20:00:03+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
,[arxiv.Result.Author('Svetlana V. Berdyugina')],"Solar Polarization 6, eds. J. Kuhn et al., ASP Conf. Ser. (2011)",2010-11-02 20:38:36+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM', 'physics.atom-ph']"
10.1088/0004-6256/141/1/3,"[arxiv.Result.Author('Nathan A. Kaib'), arxiv.Result.Author('Thomas Quinn'), arxiv.Result.Author('Ramon Brasser')]","Accepted to AJ, 29 pages, 8 figures",2010-11-16 21:11:03+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
,[arxiv.Result.Author('O. Absil')],"""Pathways Towards Habitable Planets"", proceedings of a workshop held
  14 to 18 September 2009 in Barcelona, Spain",2010-12-02 17:07:29+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1016/j.icarus.2011.02.004,"[arxiv.Result.Author('I. Boisse'), arxiv.Result.Author('F. Bouchy'), arxiv.Result.Author('G. Hebrard'), arxiv.Result.Author('X. Bonfils'), arxiv.Result.Author('N. C. Santos'), arxiv.Result.Author('S. Vauclair')]","12 pages, 23 figures, accepted for publication in A&A",2011-01-14 14:24:04+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1103/PhysRevD.84.042002,"[arxiv.Result.Author('C. R. A. Augusto'), arxiv.Result.Author('C. E. Navia'), arxiv.Result.Author('K. H. Tsui'), arxiv.Result.Author('H. Shigueoka'), arxiv.Result.Author('A. C. Fauth')]","24 pages, 10 figures",2010-12-07 17:37:16+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
,"[arxiv.Result.Author('Adam J. Burgasser'), arxiv.Result.Author('Robert A. Simcoe'), arxiv.Result.Author('John J. Bochanski'), arxiv.Result.Author('Carl Melis'), arxiv.Result.Author('Craig McMurtry'), arxiv.Result.Author('Judy Pipher'), arxiv.Result.Author('William Forrest'), arxiv.Result.Author('Michael C. Cushing'), arxiv.Result.Author('Dagny L. Looper'), arxiv.Result.Author('Subhanjoy Mohanty')]","8 pages in ASP format, contribution to Proceedings of the 16th Cool
  Stars, Stellar Systems and the Sun (eds. C. Johns-Krull, M. Browning & A.
  West)",2010-12-07 21:59:50+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/2041-8205/728/1/L6,"[arxiv.Result.Author('S. V. Berdyugina'), arxiv.Result.Author('A. V. Berdyugin'), arxiv.Result.Author('D. M. Fluri'), arxiv.Result.Author('V. Piirola')]","ApJL, accepted",2010-12-30 09:50:58+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/729/2/128,"[arxiv.Result.Author('Thayne Currie'), arxiv.Result.Author('Adam S. Burrows'), arxiv.Result.Author('Yoichi Itoh'), arxiv.Result.Author('Soko Matsumura'), arxiv.Result.Author('Misato Fukagawa'), arxiv.Result.Author('Daniel Apai'), arxiv.Result.Author('Nikku Madhusudhan'), arxiv.Result.Author('Phil M. Hinz'), arxiv.Result.Author('Timothy Rodigas'), arxiv.Result.Author('Markus Kasper'), arxiv.Result.Author('Tae-Soo Pyo'), arxiv.Result.Author('Satoshi Ogino')]","27 pages, 15 figures, Accepted for publication in The Astrophysical
  Journal",2011-01-18 15:50:41+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/2041-8205/731/2/L31,[arxiv.Result.Author('Eric Agol')],"5 pages, 4 figures, published in ApJL; Figure 4 corrected, other
  minor changes",2011-03-29 18:48:49+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/729/2/110,"[arxiv.Result.Author('Hanot Charles'), arxiv.Result.Author('Mennesson Bertrand'), arxiv.Result.Author('Martin Stefan'), arxiv.Result.Author('Liewer Kurt'), arxiv.Result.Author('Loya Frank'), arxiv.Result.Author('Mawet Dimitri'), arxiv.Result.Author('Riaud Pierre'), arxiv.Result.Author('Absil Olivier'), arxiv.Result.Author('Serabyn Eugene')]",,2011-03-24 10:27:43+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-637X/733/2/126,"[arxiv.Result.Author('Justin R. Crepp'), arxiv.Result.Author('John Asher Johnson')]",accepted to ApJ,2011-04-23 21:03:46+00:00,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Ronaldo Da Silva'), arxiv.Result.Author('Adriana Silva-Valio')]","16 pages, 6 figures, 3 tables, accepted for publication in PASP,
  correction of the paper title",2011-03-31 07:44:55+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
